price,bedrooms,bathrooms,surface,floors,waterfront,view,condition,grade
571000.0,4,2.0,2750,1.5,0,0,5,7
360000.0,4,2.5,2380,2.0,0,0,3,8
349000.0,3,1.75,1790,1.0,0,0,5,7
832500.0,4,4.0,3430,2.0,0,0,4,10
380000.0,4,1.75,1760,1.0,0,0,3,7
480000.0,3,1.0,1040,1.0,0,0,3,7
410000.0,3,1.0,1410,1.0,0,0,4,7
720000.0,4,2.5,3450,2.0,0,0,3,10
390000.0,3,2.5,2350,2.0,0,0,3,8
360000.0,4,2.5,1900,2.0,0,0,3,7
355000.0,2,1.0,2020,1.0,0,0,3,7
356000.0,3,1.5,1680,1.0,0,0,3,8
315000.0,3,1.0,960,1.0,0,0,3,6
940000.0,3,1.5,2140,2.0,0,0,3,9
305000.0,5,2.25,2660,1.5,0,0,5,7
461000.0,3,3.25,2770,2.0,0,0,3,9
215000.0,2,2.25,1610,2.0,0,0,4,7
335000.0,2,1.75,1030,2.0,0,0,3,7
243500.0,4,2.5,1980,2.0,0,0,3,7
1099880.0,5,2.75,3520,2.0,0,0,4,10
153000.0,3,1.0,1200,1.0,0,0,3,7
430000.0,3,1.5,1580,1.0,0,0,3,8
700000.0,3,1.5,1580,1.0,0,0,3,8
905000.0,4,2.5,3300,1.0,0,0,3,7
247500.0,3,1.75,1960,1.0,0,0,3,7
199000.0,4,1.5,1160,1.0,0,0,4,7
314000.0,3,1.75,1810,1.0,0,0,5,7
437500.0,3,2.5,2320,2.0,0,2,3,9
850830.0,3,2.5,2070,1.5,0,0,5,9
555000.0,3,2.0,1980,1.5,0,0,4,7
699950.0,3,2.25,2190,2.0,0,0,4,8
1088000.0,3,2.5,2920,2.0,0,0,3,8
290000.0,3,1.0,1210,1.0,0,0,3,7
375000.0,3,2.5,2340,1.0,0,0,4,8
460000.0,3,1.0,1670,1.5,0,0,4,7
188500.0,2,1.75,1240,1.0,0,0,4,8
680000.0,4,2.5,3140,2.0,0,0,4,10
470000.0,5,1.75,2030,2.0,0,0,4,7
597750.0,4,2.5,2310,2.0,0,0,3,8
570000.0,3,1.75,1260,1.0,0,0,5,6
272500.0,3,1.75,1540,1.0,0,0,4,7
329950.0,3,1.75,2080,1.0,0,2,3,7
480000.0,4,2.5,3230,2.0,0,3,3,9
740500.0,3,3.5,4380,2.0,0,0,3,8
518500.0,3,3.5,1590,3.0,0,0,3,8
205425.0,2,1.0,880,1.0,0,0,4,6
171800.0,4,2.0,1570,1.0,0,0,3,6
535000.0,4,1.0,1610,1.5,0,0,4,7
660000.0,3,2.5,2400,1.0,0,2,3,8
391500.0,3,2.0,1450,1.0,0,0,3,7
395000.0,2,1.0,770,1.0,0,0,3,6
445000.0,4,1.75,2100,1.5,0,0,5,7
770000.0,3,2.25,2910,2.0,0,0,3,9
1450000.0,4,2.75,2750,1.5,0,0,3,8
445000.0,3,2.25,2100,1.0,0,2,3,8
260000.0,4,2.25,2160,1.0,0,0,3,8
822500.0,5,3.5,2320,2.0,0,0,5,7
430000.0,4,2.5,2070,2.0,0,0,3,7
212000.0,3,1.75,1060,1.0,0,0,4,7
660500.0,4,2.25,2010,1.0,0,0,3,8
784000.0,3,3.5,3950,1.5,0,0,3,9
453246.0,3,2.5,2010,2.0,0,0,3,8
675000.0,4,3.5,2140,3.0,0,0,3,9
199000.0,3,1.75,1320,1.0,0,0,4,7
220000.0,4,1.75,2020,1.0,0,0,3,7
452000.0,4,2.25,2590,1.0,0,0,4,8
382500.0,2,1.0,1190,1.0,0,0,3,6
519950.0,3,2.25,1170,3.0,0,0,3,8
665000.0,2,1.0,1110,1.0,0,0,3,7
527700.0,5,2.5,2820,1.0,0,0,4,8
205000.0,3,1.0,1610,1.0,0,0,4,7
420000.0,3,1.0,1060,1.0,0,0,4,7
500000.0,4,2.25,2030,1.0,0,0,4,8
921500.0,4,2.5,3670,2.0,0,0,4,9
890000.0,4,1.0,2550,2.0,0,0,3,8
430000.0,2,2.5,2420,2.0,0,0,3,7
258000.0,5,2.0,2260,1.0,0,0,4,8
511000.0,3,1.0,1430,1.0,0,0,3,7
532170.0,3,2.0,1360,2.0,0,0,3,8
560000.0,3,1.0,1110,1.5,0,0,3,7
282950.0,3,1.0,1250,1.0,0,0,4,7
2250000.0,4,3.25,5180,2.0,0,3,3,12
350000.0,1,1.0,700,1.0,0,0,3,7
215000.0,3,1.0,1180,1.0,0,0,4,7
650000.0,5,3.5,3960,2.0,0,0,3,9
320000.0,4,2.75,2640,1.0,0,0,3,8
247000.0,3,2.0,1270,1.5,0,0,3,7
320000.0,4,1.75,1760,1.0,0,0,4,8
255000.0,5,2.25,2060,1.0,0,0,3,7
438000.0,3,1.75,1780,1.0,0,0,3,7
900000.0,3,2.5,3400,2.0,0,0,3,10
441000.0,3,2.75,1910,1.0,0,0,3,7
420000.0,3,2.0,2020,1.0,0,0,4,7
370000.0,3,1.75,1580,1.0,0,0,3,7
269950.0,2,1.75,1340,1.0,0,0,5,5
807100.0,4,2.5,2680,2.0,0,0,3,9
653000.0,3,2.5,2680,1.0,0,0,4,8
371500.0,3,2.0,1370,1.0,0,0,5,7
284000.0,3,1.75,1560,1.0,0,0,3,7
272000.0,3,1.75,2160,1.0,0,0,4,7
313000.0,3,1.5,1340,1.5,0,0,3,7
917500.0,4,2.5,3880,2.0,0,0,3,10
673000.0,4,2.25,2590,2.0,0,0,4,8
425000.0,3,2.5,1120,2.0,0,0,3,8
399950.0,5,2.75,1970,1.0,0,0,3,7
385000.0,3,1.0,1220,1.0,0,0,3,6
269950.0,3,1.5,1950,1.0,0,2,4,7
330000.0,2,1.0,1350,1.0,0,0,3,7
260000.0,3,2.5,1670,2.0,0,0,3,7
470000.0,4,3.0,2380,1.5,0,0,4,7
589000.0,4,3.0,2440,2.0,0,0,5,7
163500.0,2,1.5,1050,2.0,0,0,3,7
835000.0,4,2.75,3130,2.0,0,0,3,9
1095000.0,5,3.0,4090,1.0,0,2,4,10
269000.0,4,1.75,1490,1.0,0,0,4,8
560000.0,3,2.5,1900,2.0,0,0,3,8
615000.0,4,1.0,1330,1.5,0,0,4,6
585188.0,3,2.25,2230,1.0,0,0,3,8
305000.0,3,1.75,1650,1.0,0,0,3,7
166950.0,3,1.0,1190,1.0,0,0,3,6
799000.0,3,2.5,2140,1.0,0,0,4,8
400000.0,3,2.5,2180,1.0,0,0,4,7
230000.0,3,1.0,1060,1.0,0,0,3,7
256883.0,3,2.5,1690,2.0,0,0,3,8
423000.0,4,2.0,1970,1.5,0,0,5,7
465000.0,3,2.5,2150,2.0,0,0,3,8
440000.0,3,2.5,1910,2.0,0,0,3,7
385000.0,3,1.75,1350,1.0,0,0,4,7
210000.0,3,1.0,860,1.0,0,0,4,6
297000.0,3,2.5,1940,2.0,0,0,3,8
470000.0,3,1.0,1010,1.0,0,0,3,7
226500.0,3,1.5,1300,1.0,0,0,4,7
274250.0,3,1.0,910,1.0,0,0,4,6
840000.0,4,1.75,2480,1.0,0,0,4,9
677900.0,3,2.5,2440,2.0,0,0,3,8
425000.0,3,1.0,1010,1.0,0,0,3,7
180250.0,2,0.75,900,1.0,0,0,3,6
464000.0,6,3.0,2300,2.0,0,0,3,7
320000.0,4,2.25,1550,2.0,0,0,3,8
625504.0,3,2.25,1270,2.0,0,0,3,8
592500.0,4,2.5,2240,1.0,0,0,3,9
465000.0,3,2.5,2714,2.0,0,0,3,9
477000.0,4,2.75,1720,2.0,0,0,3,8
280000.0,2,1.0,850,1.0,0,0,3,6
1505000.0,5,3.0,3300,1.0,0,3,3,9
445838.0,3,2.5,2250,2.0,0,0,3,8
1072000.0,2,2.25,3900,1.0,0,3,3,8
467000.0,2,1.5,1320,1.0,0,0,4,8
686000.0,4,2.5,2760,2.0,0,0,3,10
279950.0,3,2.0,1750,1.0,0,0,3,7
527000.0,4,2.25,2330,2.0,0,0,3,8
325000.0,3,2.25,2220,1.0,0,0,4,8
328000.0,3,2.25,2020,2.0,0,0,3,7
390000.0,3,2.25,1250,1.0,0,0,5,7
479950.0,2,2.0,1510,1.0,0,0,3,8
264950.0,4,2.25,1720,1.0,0,0,4,7
235000.0,3,1.0,1430,1.0,0,0,4,7
516500.0,3,2.5,1480,2.0,0,0,3,7
655000.0,2,1.75,1450,2.0,1,4,3,7
500000.0,4,2.75,2280,1.0,0,0,5,7
315000.0,6,2.75,2940,1.0,0,0,3,8
213000.0,2,1.0,1000,1.0,0,0,3,6
475000.0,3,1.5,2480,1.5,0,0,5,7
1025000.0,5,4.0,3760,2.0,0,0,3,10
416000.0,3,2.0,2220,1.0,0,0,5,7
410000.0,4,1.0,1970,1.5,0,0,3,7
800000.0,3,3.5,3830,2.0,0,0,3,10
472000.0,6,2.5,4410,1.0,0,2,4,9
225000.0,3,1.75,1430,1.0,0,0,4,7
210000.0,2,1.0,830,1.0,0,0,3,6
455000.0,2,1.0,1430,1.5,0,0,2,7
225000.0,3,1.0,1300,1.0,0,0,4,6
480000.0,2,1.0,1030,1.0,0,2,4,7
363000.0,3,2.5,2740,2.0,0,0,3,9
2400000.0,4,2.5,3650,1.0,1,4,3,9
181000.0,2,1.5,720,1.0,0,0,3,6
250000.0,4,2.0,2010,1.0,0,0,4,7
481000.0,3,1.75,1560,1.0,0,0,4,6
260000.0,3,2.0,1810,1.0,0,0,4,7
455000.0,4,2.5,3360,2.0,0,0,3,9
415000.0,3,2.25,1510,2.0,0,0,3,8
349500.0,3,1.0,1400,1.0,0,0,3,7
245000.0,3,2.5,1730,2.0,0,0,3,7
592500.0,2,2.0,1420,1.5,0,2,5,7
385000.0,4,1.75,2360,1.0,0,0,4,7
315000.0,3,1.75,1580,1.0,0,0,4,7
255000.0,3,1.0,1230,1.0,0,0,3,7
693000.0,4,2.5,2460,2.0,0,0,3,8
780000.0,3,1.0,1660,1.5,0,0,3,8
237000.0,3,1.75,1270,1.0,0,0,4,7
525000.0,3,2.25,2100,2.0,0,0,3,10
425000.0,2,1.0,770,1.0,0,0,3,5
369900.0,1,0.75,760,1.0,1,4,5,5
290000.0,4,2.5,1700,2.0,0,0,4,7
285000.0,3,1.0,1120,1.0,0,0,3,7
415000.0,2,1.0,1070,1.0,0,0,3,7
272500.0,3,2.5,2070,1.0,0,0,3,8
2900000.0,4,3.25,5050,1.5,0,2,3,11
1365000.0,4,4.75,5310,2.0,0,0,4,11
436000.0,2,1.0,1040,1.0,0,0,4,7
210000.0,3,1.0,1700,1.0,0,0,4,7
236000.0,3,1.0,1300,1.0,0,0,3,7
331000.0,3,1.75,1080,1.0,0,0,3,7
365000.0,3,2.5,2653,2.0,0,0,3,8
450000.0,3,2.0,2290,1.0,0,0,5,8
770000.0,4,2.75,3820,2.0,0,0,3,9
455000.0,4,2.5,2210,1.0,0,0,3,8
405000.0,3,1.75,2390,1.0,0,0,3,6
304900.0,4,1.75,2600,1.0,0,0,4,7
170000.0,2,1.0,860,1.0,0,0,3,6
2050000.0,5,3.0,3830,2.0,0,1,5,9
780000.0,4,2.5,3500,2.0,0,0,3,9
330000.0,3,3.0,2420,1.0,0,0,4,8
370000.0,4,2.5,2720,2.0,0,0,3,9
467000.0,5,2.25,2500,1.0,0,0,3,7
405000.0,3,1.75,1670,1.0,0,0,3,7
675000.0,5,2.25,2900,1.0,0,0,3,8
500000.0,2,1.0,1640,1.0,0,0,4,7
389999.0,4,2.5,1890,2.0,0,0,4,7
630000.0,4,1.75,2950,1.0,0,2,4,8
360000.0,4,2.5,2160,2.0,0,0,3,9
580000.0,4,3.0,3280,2.0,0,0,3,8
550000.0,3,2.0,1970,2.0,0,3,5,8
879000.0,4,2.5,3360,2.0,0,0,3,10
265000.0,3,2.0,1320,1.0,0,0,3,7
446500.0,3,2.5,2650,2.0,0,0,3,8
404000.0,3,1.5,2030,1.0,0,0,3,7
267500.0,3,1.75,1590,1.0,0,2,3,7
3075000.0,4,5.0,4550,1.0,1,4,3,10
335000.0,3,2.5,2440,2.0,0,0,3,8
576000.0,3,2.5,1940,1.0,0,0,4,7
208633.0,3,2.5,2040,2.0,0,0,3,8
315000.0,3,2.25,2200,1.0,0,0,4,7
725000.0,3,1.75,1920,1.0,0,0,4,8
550000.0,4,2.75,1800,1.0,0,0,4,8
610750.0,4,2.25,2180,2.0,0,0,3,8
550700.0,2,1.0,1010,1.5,0,0,4,6
665000.0,4,2.75,3320,2.0,0,0,5,8
834000.0,4,2.5,2370,1.5,0,2,5,8
201000.0,5,1.75,1660,1.5,0,0,3,6
2384000.0,5,2.5,3650,2.0,0,4,5,10
1384000.0,4,3.25,4290,1.0,0,3,3,11
1400000.0,4,3.25,4290,1.0,0,3,3,11
305000.0,4,2.25,1950,1.0,0,0,3,8
487000.0,3,2.0,2590,1.0,0,0,5,8
390000.0,3,2.5,1930,1.0,0,0,4,8
548000.0,2,1.0,1470,1.0,0,0,4,7
268750.0,4,1.0,800,1.0,0,0,3,6
819900.0,5,2.75,3150,2.0,0,0,3,9
520000.0,3,2.25,2030,2.0,0,0,3,8
230000.0,3,2.0,1450,1.0,0,0,3,7
240000.0,3,1.75,1510,1.0,0,0,3,7
232000.0,2,1.0,1240,1.0,0,0,3,6
240500.0,2,1.0,1240,1.0,0,0,3,6
274975.0,3,2.5,3030,2.0,0,0,3,9
740000.0,4,2.0,2050,1.5,0,0,4,9
186375.0,3,1.0,1000,1.0,0,0,2,7
790000.0,3,2.25,2370,1.0,0,0,4,9
880000.0,4,3.5,2800,2.0,0,0,3,9
279000.0,6,1.75,2240,2.0,0,0,4,7
295000.0,3,2.0,1810,1.0,0,2,3,8
640000.0,2,1.0,1070,1.0,0,0,3,7
940000.0,4,2.0,2490,2.0,0,0,5,9
260000.0,4,2.5,1960,2.0,0,0,3,7
559900.0,3,2.75,2930,1.0,0,0,3,9
791500.0,4,2.0,1510,1.5,0,0,5,7
265000.0,3,1.75,1420,1.0,0,0,3,7
245000.0,3,1.75,1740,1.0,0,0,3,7
485000.0,4,1.75,2560,2.0,0,0,4,7
684000.0,4,3.5,3040,2.0,0,0,3,9
425000.0,3,1.75,2500,1.0,0,0,3,8
309600.0,4,1.75,1275,1.0,0,0,4,6
552250.0,4,2.5,2580,2.0,0,0,3,8
165000.0,4,1.0,1000,1.0,0,0,3,6
239900.0,4,1.0,1000,1.0,0,0,3,6
320000.0,2,1.0,1070,1.0,0,0,4,6
206600.0,3,2.0,1390,1.0,0,0,4,7
387000.0,4,1.75,2500,1.0,0,0,3,7
299000.0,1,0.75,560,1.0,0,0,3,4
855000.0,4,2.75,2270,2.0,0,0,3,9
315000.0,3,1.0,1900,1.0,0,0,4,7
437500.0,2,1.0,990,1.0,0,2,5,7
252000.0,4,1.5,1550,1.0,0,0,4,7
375000.0,4,1.75,2200,1.0,0,0,5,7
300000.0,4,2.5,1910,2.0,0,0,3,7
420000.0,4,1.0,1750,1.5,0,0,4,7
900000.0,3,1.0,1330,1.0,0,0,3,7
679900.0,3,2.5,2440,2.0,0,2,3,9
463000.0,3,2.5,1640,2.0,0,0,3,7
380000.0,5,2.5,2760,2.0,0,0,4,9
329500.0,4,2.5,1820,2.0,0,0,3,7
604950.0,3,2.5,2110,1.0,0,0,3,8
795000.0,5,2.5,3040,1.0,0,2,4,8
465000.0,3,2.0,1840,2.0,0,0,3,7
673000.0,4,2.5,2990,2.0,0,0,3,9
810000.0,4,2.5,3520,2.0,0,0,3,10
785000.0,4,2.75,2440,1.0,0,0,4,8
338000.0,4,3.0,2090,1.0,0,0,3,7
280000.0,3,2.25,1430,2.0,0,0,3,7
315000.0,4,2.25,2180,1.0,0,0,5,7
530000.0,4,2.25,2180,1.0,0,0,5,7
380000.0,5,3.0,3450,2.0,0,0,3,9
297000.0,3,2.25,1450,2.0,0,0,3,7
730000.0,4,2.5,3230,2.0,0,0,3,10
450000.0,3,1.75,1640,1.0,0,0,3,7
275000.0,3,3.0,1590,1.0,0,0,3,7
595000.0,4,2.0,2020,2.0,0,0,3,7
435000.0,3,1.5,1300,1.5,0,0,3,7
270000.0,2,1.5,1380,1.0,0,0,1,6
950000.0,3,3.0,4040,2.0,0,0,3,10
389000.0,4,2.25,2130,2.0,0,0,3,7
560000.0,4,2.25,2550,1.0,0,0,3,8
1350000.0,5,3.5,4800,2.0,0,2,3,11
799000.0,4,2.25,2510,2.0,0,0,4,8
365500.0,3,2.0,1410,1.0,0,0,4,7
252350.0,3,2.0,1650,1.0,0,0,3,7
403950.0,4,2.5,2120,2.0,0,0,3,8
385000.0,4,1.5,2040,1.0,0,0,3,7
345000.0,4,1.0,1550,1.5,0,0,3,7
490000.0,3,2.75,1980,2.0,0,0,4,9
330000.0,3,2.5,1600,2.0,0,0,3,8
927000.0,4,2.75,3300,2.0,0,0,3,8
1118000.0,4,2.5,3840,2.0,0,1,4,10
330000.0,2,1.0,1220,1.0,0,0,5,7
530000.0,5,2.25,2720,1.0,0,0,4,7
365000.0,4,2.0,1940,1.0,0,0,1,8
378750.0,3,2.5,2160,1.5,0,0,3,7
269900.0,4,1.75,1530,1.5,0,0,4,7
557000.0,3,3.5,1710,2.0,0,0,3,8
360000.0,4,1.75,3730,1.0,0,0,4,7
352000.0,2,1.0,940,1.0,0,0,4,7
437000.0,3,2.5,1750,2.0,0,0,3,8
322500.0,4,2.5,1820,2.0,0,0,3,7
650000.0,3,3.25,1510,2.0,0,0,3,9
450000.0,3,2.0,1290,3.0,0,0,3,8
278500.0,3,2.0,1570,1.0,0,0,3,7
364950.0,4,2.5,1930,2.0,0,0,3,8
840000.0,4,3.5,2840,1.0,0,4,4,10
268000.0,3,2.5,1550,2.0,0,0,3,7
517534.0,2,1.0,833,1.0,0,0,3,5
632925.0,3,2.5,2990,2.0,0,0,4,8
577500.0,3,2.5,2000,2.0,0,0,3,9
339000.0,4,1.5,2390,1.5,0,2,3,7
570000.0,3,1.75,2910,1.0,0,0,4,7
563500.0,4,1.75,2085,1.0,0,0,3,7
423000.0,4,2.25,2200,1.0,0,0,5,7
355000.0,3,2.25,1860,2.0,0,0,3,8
1550000.0,5,4.25,6070,2.0,0,0,3,12
482000.0,2,1.0,950,1.0,0,0,3,7
625000.0,3,1.75,1600,1.0,0,0,5,7
538000.0,3,2.5,2250,2.0,0,0,3,8
380000.0,3,2.5,2280,2.0,0,0,4,8
375000.0,2,1.0,940,1.0,0,0,3,7
245000.0,3,2.5,1530,1.0,0,0,5,7
310000.0,5,1.75,2190,1.0,0,0,4,7
1300000.0,3,2.0,2350,1.0,0,0,4,8
397000.0,4,2.0,1440,1.0,0,0,3,7
365000.0,3,2.5,2200,2.0,0,0,3,8
328500.0,4,3.0,2290,2.0,0,0,3,9
988000.0,4,3.0,4040,2.0,0,0,3,11
1000000.0,4,2.5,2610,1.5,0,0,5,8
237000.0,3,2.5,1490,2.0,0,0,3,7
525000.0,4,2.5,2450,2.0,0,0,3,8
749000.0,4,2.5,1710,1.0,0,0,3,9
722500.0,5,2.5,4870,2.0,0,0,3,10
843000.0,3,2.5,3130,2.0,0,0,3,10
438000.0,2,2.0,1270,3.0,0,0,3,8
578000.0,3,1.75,2120,1.0,0,2,3,8
227950.0,3,1.5,1670,1.0,0,0,5,7
196000.0,3,2.25,2070,2.0,0,0,3,7
641000.0,2,1.0,1420,1.0,0,0,3,8
350000.0,3,1.5,1250,1.0,0,0,4,6
205000.0,3,1.0,940,1.0,0,0,4,7
400000.0,3,1.75,1920,1.0,0,0,3,7
1030000.0,3,2.5,3545,1.0,0,0,3,10
505000.0,3,2.0,1260,1.0,0,0,3,7
475000.0,5,2.5,2340,1.0,0,0,3,7
520000.0,3,2.25,2590,1.0,0,0,5,8
1450000.0,3,4.5,3970,2.0,0,2,3,10
333500.0,3,1.75,1220,1.0,0,0,3,7
232000.0,3,1.0,1400,1.0,0,0,4,6
691100.0,3,2.75,2360,1.0,0,0,4,8
811000.0,3,1.75,1870,1.0,0,0,4,8
551000.0,3,2.5,2830,2.0,0,0,3,9
496500.0,3,2.5,2260,2.0,0,0,3,8
705000.0,3,3.0,1970,2.0,1,3,4,9
578000.0,4,2.5,3140,1.0,0,2,5,9
255000.0,3,1.75,1240,1.0,0,0,5,7
1050000.0,4,3.5,3450,2.0,0,0,3,10
348000.0,3,2.25,2570,2.0,0,0,4,8
230000.0,3,2.0,1510,2.0,0,0,3,7
359500.0,4,2.25,2390,2.0,0,0,3,9
330000.0,3,1.0,980,1.0,0,0,3,6
80000.0,1,0.75,430,1.0,0,0,2,4
465000.0,3,1.75,1480,1.0,0,0,3,7
325000.0,4,2.5,1850,2.0,0,0,3,8
340500.0,3,2.0,2270,1.0,0,0,4,7
342500.0,3,2.5,1810,2.0,0,0,3,8
290900.0,2,2.0,1610,2.0,0,0,3,6
868700.0,3,4.25,3840,2.0,0,0,3,10
1199000.0,4,2.75,4110,2.0,0,1,3,9
1150000.0,4,3.25,4190,2.0,0,0,3,11
859900.0,4,2.75,3390,2.0,0,0,3,9
520000.0,4,2.25,1890,2.0,0,0,3,7
460000.0,3,2.5,1610,2.0,0,2,3,9
438924.0,3,1.5,1050,1.0,0,0,3,7
315000.0,2,1.0,630,1.0,0,0,3,5
590000.0,4,2.75,2910,1.0,0,2,3,8
378500.0,4,1.75,1700,1.0,0,0,3,7
328500.0,3,2.5,1950,2.0,0,0,4,9
849950.0,3,3.0,2990,2.0,0,0,4,8
525000.0,3,1.5,1350,1.0,0,2,3,7
1385000.0,4,3.25,4860,2.5,0,0,3,9
295000.0,4,2.5,2160,1.0,0,0,4,8
1067000.0,6,3.5,4860,2.0,0,0,3,11
207950.0,2,2.0,890,1.0,0,0,3,6
699900.0,4,2.75,2810,2.0,0,0,3,9
1280000.0,5,2.5,3400,2.0,0,1,4,8
452000.0,4,1.5,1580,1.0,0,0,4,7
370000.0,3,2.0,1680,1.0,0,1,4,7
232000.0,3,1.75,1300,1.0,0,0,5,7
669950.0,5,2.5,2820,2.0,0,0,4,7
397500.0,3,2.0,1510,1.0,0,0,3,7
490000.0,2,2.5,1230,2.0,0,0,3,8
725000.0,4,2.0,2110,2.0,0,0,3,9
299000.0,3,2.75,3080,1.0,0,2,4,7
625000.0,2,1.5,1490,1.5,0,0,4,7
437500.0,3,2.5,2120,2.0,0,0,3,7
650000.0,4,2.5,3180,2.0,0,0,3,9
475000.0,2,1.0,1490,1.0,0,0,3,7
342000.0,3,2.0,1930,1.0,0,0,4,8
1197350.0,4,2.5,2770,2.0,0,0,3,10
280000.0,3,1.5,1670,1.0,0,0,4,7
240000.0,2,1.75,1330,1.0,0,0,3,7
529000.0,3,1.0,1210,1.5,0,0,4,7
442000.0,3,1.0,1190,1.0,0,0,4,7
615000.0,2,1.0,1540,1.0,0,0,4,7
1485000.0,4,3.75,4030,2.0,0,0,3,10
585000.0,4,1.75,2430,1.0,0,0,4,8
480000.0,4,2.5,2600,2.0,0,0,3,8
1095000.0,5,3.5,4410,2.0,0,0,4,9
290000.0,4,1.0,1330,1.5,0,0,3,7
615000.0,3,1.75,1900,1.0,0,0,5,7
300000.0,2,1.0,1100,1.0,0,0,4,7
308000.0,3,1.0,1980,1.5,0,0,3,6
750000.0,3,2.5,2400,2.0,0,0,3,9
2250000.0,4,2.25,4760,2.5,0,0,5,9
890000.0,4,3.25,3180,2.0,0,0,3,10
288000.0,3,1.0,1190,1.0,0,0,5,6
190000.0,2,1.0,630,1.0,0,0,3,6
515000.0,5,3.0,2530,1.0,0,0,3,8
235000.0,4,1.5,1690,1.0,0,0,4,5
275000.0,2,1.0,940,1.0,0,0,3,6
727500.0,2,2.0,1240,1.0,0,0,4,7
650000.0,4,2.5,3040,2.0,0,0,3,7
1600000.0,6,5.0,6050,2.0,0,3,3,11
365000.0,4,1.0,1590,1.5,0,0,3,6
662000.0,3,1.75,2500,1.0,0,0,3,9
270500.0,3,2.5,1780,1.0,0,0,3,7
200000.0,2,1.5,1360,2.0,0,0,3,7
970000.0,4,3.25,4740,2.0,0,0,3,10
160000.0,3,1.5,1010,1.0,0,0,4,7
204000.0,3,1.0,1040,1.0,0,0,4,6
